Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),Carbon Emissions(g/km)
1.6,4,AM7,X,9.1,7.7,8.5,33,199
1.6,4,AS6,X,9,7.6,8.4,34,198
2,4,AS6,X,9.5,7.8,8.7,32,206
2.4,4,AS6,X,10.3,7.8,9.2,31,218
2,4,AS6,X,11.9,10.2,11.1,25,263
2.4,4,AS6,X,11.3,9.5,10.5,27,247
2,4,AS8,Z,11.1,8.1,9.7,29,229
3.3,6,AS8,Z,13.6,9.6,11.8,24,279
6.5,12,AM7,Z,26.3,15.6,21.5,13,487
6.5,12,AM7,Z,26.6,15.8,21.7,13,493
5.2,10,AM7,Z,18.1,13.2,15.9,18,366
5.2,10,AM7,Z,17.9,13,15.7,18,370
5.2,10,AM7,Z,18.1,13.2,15.9,18,366
5.2,10,AM7,Z,17.9,13,15.7,18,370
5.2,10,AM7,Z,17.9,13,15.7,18,370
5.2,10,AM7,Z,17.9,13,15.7,18,370
4,8,AS8,Z,19.2,14.1,16.9,17,384
3,6,AS8,Z,14.8,11.4,13.3,21,311
3,6,AS8,D,11.3,9.2,10.4,27,279
2,4,AS9,Z,11.4,9.3,10.5,27,246
3,6,AS8,Z,14.1,10.3,12.4,23,291
3,6,AS8,D,10.7,8.3,9.6,29,256
5,8,AS8,Z,14.4,11.3,13,22,305
5,8,AS8,Z,17.9,12.7,15.5,18,365
3,6,AS8,Z,14.1,10.3,12.4,23,291
3,6,AS8,D,10.7,8.3,9.6,29,256
5,8,AS8,Z,14.1,10.7,12.6,22,294
2,4,AS9,Z,10.9,8,9.6,29,225
2,4,AS9,Z,11.2,8.2,9.8,29,231
2,4,AS8,D,9.2,7.8,8.5,33,229
2,4,AS8,Z,11.7,9.2,10.6,27,248
3,6,AS8,Z,13,10,11.6,24,273
2.5,4,AV6,X,5.5,5.2,5.3,53,124
3.5,6,AS8,X,10.6,7.2,9.1,31,211
3.5,6,AS8,X,10.9,7.5,9.4,30,219
3.5,6,AS6,Z,12.3,9.1,10.9,26,254
5,8,AS8,Z,14.9,9.7,12.5,23,293
4.6,8,AS6,Z,16,12.9,14.6,19,341
2,4,AS8,Z,11,7.6,9.5,30,220
3.5,6,AS6,Z,12.3,9.1,10.9,26,254
3.5,6,AS6,Z,12.3,9.1,10.9,26,254
5,8,AS10,Z,15.1,9.5,12.6,22,294
3.5,6,AV10,Z,9,7.1,8.1,35,189
3.4,6,AS10,Z,13.1,8.7,11.1,25,261
3.5,6,AV10,Z,10.3,7.7,9.1,31,214
5.7,8,AS8,Z,18.2,12.8,15.8,18,371
2,4,AS6,Z,10.7,8.5,9.7,29,226
2,4,AS6,Z,10.8,8.9,9.9,29,232
2.5,4,AV6,X,7.2,7.9,7.5,38,176
3.5,6,AS6,Z,13.1,9.8,11.2,25,262
3.5,6,AS6,Z,13.1,9.8,11.2,25,262
5,8,AS8,Z,15.2,9.5,12.6,22,289
3.5,6,AS8,X,12.2,9,10.8,26,252
3.5,6,AS8,X,13.1,9.4,11.1,25,268
3.5,6,AV6,Z,7.5,8.4,7.9,36,185
3.5,6,AV6,Z,8.1,8.4,8.1,35,190
2,4,AS10,X,8,6.3,7.2,39,168
2,4,AV6,X,5.5,5.7,5.6,50,130
2,4,AV6,X,5.7,6.2,6,47,140
2.7,6,AS6,X,14,9.4,12,24,281
3,6,AS6,X,14.5,9.8,12.3,23,289
3.7,6,AS6,X,14.3,9.7,12.2,23,287
2,4,AS6,X,12.3,9.3,11,26,257
2,4,AS6,X,12.2,9.3,10.9,26,256
2.3,4,AS6,X,13.1,9.5,11.5,25,270
3.5,6,AS6,X,15.7,11.2,13.7,21,322
3.7,6,A6,X,14.7,10.3,12.7,22,297
2,4,AS6,X,12.1,8.4,10.4,27,245
3,6,AS6,X,14,9.2,11.8,24,278
2,4,AV,X,5.7,6.2,5.9,48,139
2,4,AS8,X,12,9.6,10.7,26,250
2.7,6,AS8,X,12.6,9.2,11,26,259
3.5,6,AS10,X,15,11.4,13.4,21,314
3,6,AS8,Z,14.1,9.8,12.2,23,286
3,6,AS8,Z,14.7,9.9,12.6,22,295
3,6,AS8,Z,14.7,9.9,12.6,22,295
4.7,8,AS6,Z,17.8,11.6,15,19,354
3,6,AS8,Z,15.9,11.1,13.7,21,324
3,6,AS8,Z,16.1,11.4,14,20,330
3.8,8,AS8,Z,17.9,12.9,15.3,18,360
3.8,8,AS8,Z,17.9,12.9,15.3,18,360
3,6,AS8,Z,15.1,10.3,12.8,22,299
3,6,AS8,Z,15,10.3,12.8,22,301
3.8,8,AS8,Z,16,10.8,13.7,21,321
2,4,AS6,X,8.3,6.9,7.7,37,179
2,4,M6,X,8.8,7,8,35,186
2,4,AS6,X,8.6,7.4,8.1,35,189
2,4,M6,X,9.7,7.7,8.8,32,206
2.5,4,AS6,X,9.7,7.8,8.8,32,206
2.5,4,AS6,X,9.3,7.6,8.5,33,201
2.5,4,AS6,X,10.2,8.2,9.3,30,217
2.5,4,AS6,X,9.8,7.9,9,31,208
2.5,4,AS6,X,10.8,8.7,9.8,29,230
2.2,4,AS6,D,8.9,7.9,8.4,34,227
2.5,4,AS6,X,10.6,8.4,9.6,29,225
2.5,4,AS6,X,11.6,9.1,10.5,27,244
2,4,AS6,X,8.4,6.6,7.6,37,178
2,4,M6,X,8.7,6.4,7.7,37,180
2.5,4,AS6,X,8.8,6.4,7.7,37,181
2.5,4,AS6,X,8.8,6.6,7.8,36,183
2.5,4,AS6,X,9.2,7,8.2,34,192
2,4,AS6,X,8.6,6.7,7.7,37,181
2,4,M6,X,8.7,6.6,7.8,36,181
2.5,4,AS6,X,9,6.8,8,35,187
2.5,4,M6,X,9.2,6.6,8.1,35,189
2.5,4,AS6,X,9.8,7.4,8.7,32,204
2.5,4,AS6,X,9.1,6.7,8,35,187
2.5,4,AS6,X,10,7.5,8.9,32,208
2,4,AS6,Z,9,6.6,7.9,36,186
2,4,M6,Z,9,7,8.1,35,189
2,4,AM7,Z,9.7,6.8,8.4,34,195
2,4,AM7,Z,9.6,7.1,8.5,33,199
2,4,AM7,Z,9.4,6.8,8.3,34,192
2,4,AM7,Z,9.9,7,8.6,33,201
3,6,A9,Z,12.4,8.7,10.7,26,253
3,6,A9,Z,12.7,9.2,11.2,25,263
3,6,A9,Z,12.9,8.8,11.1,25,255
3,6,A9,Z,12.4,8.9,10.8,26,255
4,8,A9,Z,13.2,8.7,11.2,25,263
4,8,A9,Z,13.2,8.7,11.2,25,263
4,8,A9,Z,13.9,9.7,12,24,282
4,8,A9,Z,13.9,9.2,11.8,24,277
2,4,AM7,Z,10.3,7.9,9.2,31,217
3,6,A9,Z,12.4,8.7,10.7,26,235
3,6,A9,Z,11.2,8.3,9.9,29,232
3,6,A9,Z,12.5,9,10.9,26,245
3,6,A9,Z,12.3,8.5,10.6,27,237
3,6,A9,Z,11.5,8.6,10.2,28,239
4,8,A9,Z,16,10.5,13.5,21,318
4,8,A9,Z,14.6,10.4,12.7,22,299
4,8,A9,Z,18.1,15.6,17,17,396
2,4,AM7,Z,10.7,8.3,9.6,29,225
3,6,A9,Z,12.5,9.6,11.2,25,262
3,6,A9,Z,12.6,9.7,11.3,25,265
4,8,A9,Z,15,10.9,13.2,21,309
4,8,A9,Z,15,10.9,13.2,21,309
3,6,A9,Z,14,10.6,12.4,23,292
3,6,A9,Z,14.1,10.9,12.6,22,297
4.7,8,A7,Z,17.7,13.4,15.8,18,370
4.7,8,A7,Z,17.2,12.8,15.2,19,357
4.7,8,A7,Z,17.8,13.2,15.7,18,370
3,6,A9,Z,12.4,9.8,11.2,25,264
4,8,A9,Z,15.5,11.5,13.7,21,323
4,8,A9,Z,15.6,11.5,13.7,21,324
4,8,AM7,Z,15.3,11.4,13.5,21,315
4,8,AM7,Z,15.2,11.4,13.5,21,315
4,8,AM7,Z,15.9,11.8,14,20,327
4,8,A9,Z,14.1,8.9,11.8,24,275
4,8,A9,Z,15.8,9.8,13.1,22,306
4,8,A9,Z,14,8.7,11.6,24,271
6,12,A7,Z,18.6,10.9,15.1,19,356
6,12,A9,Z,17.1,11,14.3,20,337
6,12,A9,Z,17.6,11,14.6,19,343
5.5,8,A7,Z,15.3,10.2,13,22,303
3,6,A9,Z,11.8,8.2,10.2,28,238
2,4,AM7,Z,9.8,6.8,8.4,34,196
2,4,AM7,Z,10.3,7.8,9.1,31,215
2,4,A9,Z,11,7.3,9.4,30,219
2,4,A9,Z,11.3,8.1,9.9,29,231
2,4,A9,Z,10.9,7.7,9.5,30,221
2,4,A9,Z,10.9,7.7,9.5,30,221
2,4,AM7,Z,9.6,6.6,8.2,34,193
2,4,AM7,Z,9.9,7.3,8.7,32,204
3,6,A9,Z,11.3,7.9,9.8,29,213
2,4,A9,Z,11,8.1,9.7,29,228
3,6,A9,Z,11.8,8.5,10.3,27,244
3,6,A9,Z,12.7,10.1,11.6,24,271
3,6,A9,Z,12.5,9.1,11,26,257
3,6,A9,Z,12.3,8.9,10.8,26,254
4,8,A9,Z,18,14.1,16.3,17,378
2,4,AM7,Z,10.1,7.6,9,31,209
2,4,A9,Z,11,8.7,10,28,234
2,4,A9,Z,10.8,9,10,28,234
3,6,A9,Z,13.5,10.3,12.1,23,282
3,6,A9,Z,14.9,11.2,13.2,21,312
4.7,8,A9,Z,17.2,12.6,15.1,19,355
4,8,A9,Z,14.4,9.5,12.2,23,286
6,12,A7,Z,18.4,11.1,15.1,19,355
2,4,A7,Z,11.5,9.8,10.7,26,251
2,4,A7,Z,11.3,9.6,10.5,27,248
2,4,A7,Z,12.3,10.3,11.4,25,268
3,6,A9,Z,12.8,8.5,10.8,26,253
4,8,A9,Z,13.8,9.2,11.7,24,275
4,8,A9,Z,13.5,8.6,11.3,25,265
4,8,A9,Z,13.5,8.6,11.3,25,265
3,6,A9,Z,11.8,8.5,10.3,27,241
4.7,8,A9,Z,13.5,9.3,11.6,24,270
2,4,A9,Z,10,7.3,8.8,32,205
1.5,3,AS6,Z,8.8,6.8,7.9,36,184
1.5,3,M6,Z,8.5,6.2,7.5,38,175
1.5,3,AS6,Z,8.8,6.8,7.9,36,184
1.5,3,M6,Z,8.4,6.3,7.5,38,175
1.5,3,AS8,Z,10.2,7.6,9,31,212
1.5,3,M6,Z,10.5,7.4,9.1,31,214
1.5,3,AS6,Z,8.8,6.8,7.9,36,184
1.5,3,M6,Z,8.4,6.3,7.5,38,175
1.5,3,AS8,Z,10.3,7.9,9.2,31,215
1.5,3,M6,Z,10.5,7.4,9.1,31,214
2,4,AS6,Z,9.3,7.3,8.4,34,197
2,4,M6,Z,10.2,7.4,9,31,210
2,4,AS6,Z,9.3,7.3,8.4,34,197
2,4,M6,Z,10.2,7.4,9,31,210
2,4,AS8,Z,10.4,7.6,9.2,31,214
2,4,M6,Z,11.4,7.7,9.7,29,227
2,4,AS6,Z,9.4,7.2,8.4,34,197
2,4,M6,Z,10.2,7.4,9,31,210
2,4,AS8,Z,10.5,7.6,9.2,31,215
2,4,M6,Z,11.3,7.8,9.7,29,228
2,4,AS6,Z,9.3,7.3,8.4,34,197
2,4,M6,Z,10.2,7.4,9,31,210
2,4,AS8,Z,10.4,7.6,9.2,31,214
2,4,M6,Z,11.4,7.7,9.7,29,227
2,4,AS6,Z,9.4,7.2,8.4,34,197
2,4,M6,Z,10.8,7.7,9.4,30,220
2,4,AS8,Z,10.6,7.8,9.3,30,220
2,4,M6,Z,11.3,7.8,9.7,29,228
1.5,4,AV8,X,9.6,8.9,9.3,30,216
1.2,3,AV,X,6.6,5.6,6.2,46,143
1.2,3,M5,X,7.1,5.8,6.5,43,151
1.2,3,AV,X,6.9,5.7,6.4,44,148
1.2,3,M5,X,7.2,5.9,6.6,43,153
2.4,4,AV6,X,9.9,8.1,9.1,31,212
3,6,AS6,Z,12,8.8,10.6,27,246
2,4,AV6,X,9.7,7.8,8.8,32,206
2,4,AV6,X,10.1,8.2,9.2,31,213
2.4,4,AV6,X,10.3,8.3,9.4,30,218
3.7,6,AS7,Z,12.6,9.3,11.1,25,261
3.7,6,M6,Z,13.3,9.3,11.5,25,270
3.7,6,AS7,Z,13,9.7,11.5,25,271
3.7,6,M6,Z,13.6,9.7,11.8,24,279
2.5,4,AV,X,8.6,6.1,7.4,38,174
2,4,AV,X,9.1,6.9,8.1,35,190
2.5,4,AV,X,8.5,6.3,7.5,38,177
2.5,4,AV,X,9.1,6.5,7.9,36,186
2.5,4,AV,X,9.3,6.7,8.1,35,190
5.6,8,AS7,X,17.7,12.9,15.5,18,364
2.5,4,A5,X,13.7,10.7,12.3,23,290
4,6,A5,X,14.7,10.3,12.7,22,299
4,6,A5,X,15.8,11.5,13.9,20,326
4,6,M6,X,15.1,11.5,13.5,21,317
3.8,6,AM6,Z,14.2,10.7,12.6,22,295
1.6,4,AV,X,7.7,6.6,7.2,39,169
3.5,6,AV7,Z,11.6,7.9,9.9,29,233
1.6,4,A4,X,9,6.8,8,35,188
1.6,4,M5,X,8.7,6.8,7.9,36,186
3.5,6,AV7,X,11.7,8.3,10.2,28,240
3.5,6,AV7,X,11.7,8.5,10.3,27,242
2,4,AV,X,9.8,8.8,9.3,30,218
3.5,6,AV,X,11.6,8.5,10.2,28,240
3.5,6,AV,X,12.1,8.9,10.7,26,250
3.5,6,AV,X,12.4,9.2,11,26,259
2,4,AV7,X,8.6,7.2,8,35,188
2,4,M6,X,10.1,8.1,9.2,31,217
2,4,AV7,X,9.1,7.6,8.4,34,198
2.5,4,AV,X,9.1,7.1,8.2,34,192
2.5,4,AV,X,9.6,7.5,8.7,32,204
1.8,4,AV,X,8.1,6.3,7.3,39,172
1.8,4,M6,X,8.8,6.6,7.8,36,183
1.6,4,AV7,Z,8.9,7.3,8.2,34,193
1.6,4,M6,Z,9.1,7.3,8.3,34,195
1.6,4,AV7,Z,9.4,7.8,8.7,32,205
1.6,4,M6,Z,9.5,7.6,8.7,32,204
5.6,8,AS7,X,15,11.2,13.3,21,312
5.6,8,AS7,X,15.2,11.1,13.4,21,315
5.6,8,AS7,X,15.9,11.9,14.1,20,331
1.6,4,AV,X,7.6,6.2,7,40,164
1.6,4,M5,X,8.6,6.6,7.7,37,180
3,6,AM7,Z,10.6,8,9.4,30,221
3,6,M7,Z,11.8,8.1,10.1,28,237
3,6,AM7,Z,10.8,8.3,9.7,29,227
3,6,M7,Z,12,8.2,10.3,27,241
3,6,AM7,Z,11.5,9.1,10.4,27,243
3,6,M7,Z,13,8.9,11.2,25,260
3,6,AM7,Z,11.8,9.2,10.7,26,249
3,6,M7,Z,12.7,9,11,26,258
3,6,AM7,Z,10.8,8.3,9.7,29,226
3,6,M7,Z,12.1,8.3,10.3,27,242
3,6,AM7,Z,10.8,8.4,9.7,29,228
3,6,M7,Z,12.1,8.3,10.4,27,243
3,6,AM7,Z,11.9,9.1,10.6,27,248
3,6,M7,Z,14.6,9.4,12.3,23,286
3,6,AM7,Z,10.7,8.3,9.6,29,225
3,6,M7,Z,12.1,8.3,10.4,27,242
3,6,AM7,Z,11,8.4,9.8,29,230
3,6,M7,Z,12.2,8.5,10.5,27,246
3,6,AM7,Z,11.8,9.2,10.6,27,248
3,6,M7,Z,12.8,8.9,11,26,257
3,6,AM7,Z,11.9,9.3,10.7,26,250
3,6,M7,Z,12.9,9.1,11.2,25,260
3,6,AM7,Z,11.1,8.5,9.9,29,232
3,6,M7,Z,12.1,8.4,10.4,27,243
3,6,AM7,Z,11,8.5,9.9,29,231
3,6,M7,Z,12.2,8.5,10.5,27,246
3.8,6,AM7,Z,15.3,11.2,13.5,21,315
4,6,AM7,Z,15.8,11.7,13.9,20,324
4,6,M6,Z,18,11.5,15.1,19,352
4,6,AM7,Z,16.1,12.2,14.4,20,335
4,6,M6,Z,16.4,11.2,14.1,20,334
4,6,M6,Z,17.4,12.4,15.1,19,350
3,6,AM7,Z,10.9,8.4,9.8,29,228
3,6,M7,Z,12.2,8.5,10.5,27,246
3,6,AM7,Z,12.1,9.2,10.8,26,251
3,6,M7,Z,13.2,9.2,11.4,25,266
3,6,AM7,Z,11.1,8.6,10,28,233
3,6,M7,Z,12.2,8.5,10.5,27,246
3.8,6,AM7,Z,12.6,9.9,11.4,25,266
3.8,6,AM7,Z,12.7,9.9,11.4,25,267
3.8,6,AM7,Z,12.6,9.9,11.4,25,266
3.8,6,AM7,Z,12.7,9.9,11.4,25,267
3.8,6,AM7,Z,14.3,10.9,12.7,22,297
2,4,AM7,Z,10.5,8,9.4,30,219
2,4,M6,Z,11,8.3,9.8,29,229
2.5,4,AM7,Z,11.8,9.2,10.6,27,249
2.5,4,M6,Z,12.3,9.4,11,26,257
2.5,4,AM7,Z,11.1,8.4,9.9,29,231
2.5,4,M6,Z,12.1,9,10.7,26,249
3,6,AS8,Z,12.5,10,11.4,25,265
2.9,6,AS8,Z,12.9,10.4,11.8,24,275
4,8,AS8,Z,15.6,12.4,14.1,20,329
2,4,AM7,Z,10.5,8,9.4,30,219
2,4,M6,Z,11,8.3,9.8,29,229
2.5,4,AM7,Z,11.8,9.2,10.6,27,249
2.5,4,M6,Z,12.3,9.4,11,26,257
2.5,4,AM7,Z,11.1,8.4,9.9,29,231
2.5,4,M6,Z,12.1,9,10.7,26,249
2,4,AM7,Z,12.2,10.2,11.3,25,264
3,6,AM7,Z,12.9,10.2,11.7,24,272
3,6,AM8,Z,12.4,8.7,10.7,26,250
3,6,AM8,Z,12.4,9,10.9,26,253
3,6,AM8,Z,12.4,9,10.9,26,253
3,6,AM8,Z,12.2,8.9,10.7,26,250
2.9,6,AM8,Z,13.1,8.9,11.2,25,261
2.9,6,AM8,Z,13.1,8.9,11.2,25,261
2.9,6,AM8,Z,13.1,9.8,11.6,24,273
4,8,AM8,Z,14.5,10.2,12.6,22,295
4,8,AM8,Z,15.7,10.5,13.4,21,313
4,8,AM8,Z,12.8,9.2,11.2,25,261
4,8,AM8,Z,12.8,9.2,11.2,25,261
4,8,AM8,Z,13.4,10.1,11.9,24,279
3.6,6,A8,X,11.9,9.4,10.8,26,253
3.6,6,A8,X,11.6,9,10.4,27,246
5.7,8,A8,X,16.2,10.5,13.6,21,320
5.7,8,A8,X,14.1,10.3,12.4,23,290
3.6,6,A8,X,12.2,9.7,11.1,25,260
5.7,8,A8,X,16.1,11,13.8,20,325
5.7,8,A8,X,14.3,11.1,12.9,22,302
3,6,A8,D,11.8,8.6,10.4,27,278
3.6,6,A8,X,13.9,9.6,11.9,24,280
3.6,6,A8,E,19.7,13.8,17,17,283
5.7,8,A6,X,17,12,14.8,19,346
5.7,8,A8,X,15.7,11,13.6,21,319
3,6,A8,D,12.3,8.8,10.8,26,289
3.6,6,A8,X,14.5,10.2,12.6,22,294
3.6,6,A8,E,20.7,14.7,18,16,300
5.7,8,A6,X,18.7,13.3,16.3,17,382
5.7,8,A8,X,16.1,11.5,14,20,328
2.4,4,A9,X,11.2,8.3,9.9,29,232
6.7,12,AS8,Z,20,11.8,16.3,17,382
6.6,12,AS8,Z,20.3,13,17,17,397
6.6,12,AS8,Z,20.3,13,17,17,397
6.6,12,AS8,Z,20.3,13,17,17,397
6.7,12,AS8,Z,20,11.8,16.3,17,382
6.7,12,AS8,Z,20,11.8,16.3,17,382
6.6,12,AS8,Z,19.6,12.9,16.6,17,388
2.4,4,AV8,X,11.6,9,10.4,27,244
2,4,AS6,Z,9.7,7.2,8.6,33,200
2,4,M6,Z,11.2,8.3,9.9,29,231
2,4,AV7,X,8.8,7.2,8.1,35,188
2,4,M6,X,10.5,8.1,9.4,30,220
2.5,4,AV7,X,9,7.2,8.2,34,192
2,4,AV7,X,8.3,6.4,7.5,38,174
2,4,M5,X,10.1,7.5,8.9,32,209
2,4,AV7,X,8.4,6.6,7.6,37,177
2,4,M5,X,10.1,7.7,9,31,211
2.5,4,AV7,X,9.3,7,8.2,34,193
3.6,6,AV6,X,11.9,8.3,10.3,27,241
2.5,4,AV7,X,9.4,7.3,8.5,33,198
3.6,6,AV6,X,12,8.7,10.5,27,247
2,4,AV8,Z,12.6,9.6,11.2,25,256
2,4,M6,Z,11.3,8.5,10,28,235
2.5,4,M6,Z,14.3,10.7,12.7,22,296
4,6,AS5,X,14.3,11.9,13.2,21,308
4,6,AS5,X,14.3,11.9,13.2,21,308
2,4,AS6,Z,9.9,7.3,8.7,32,204
2,4,M6,Z,11.3,8.3,9.9,29,232
3.5,6,AS8,X,10.9,7.6,9.4,30,220
2.5,4,AS8,X,8.1,5.7,6.9,41,164
2.5,4,AS8,X,8.4,6.1,7.4,38,173
2.5,4,AS8,X,8.5,6.2,7.5,38,175
3.5,6,AS8,X,10.5,7.1,9,31,210
3.5,6,AS8,X,10.7,7.4,9.2,31,215
2.5,4,AV6,X,4.9,4.8,4.9,58,113
2.5,4,AV6,X,5.3,5,5.1,55,121
2,4,AS7,X,8.7,7.5,8.2,34,189
1.8,4,AV,X,8.3,6.5,7.5,38,174
1.8,4,AV7,X,8.3,6.7,7.6,37,178
1.8,4,M6,X,8.5,6.6,7.6,37,178
1.8,4,AV,X,7.8,5.9,6.9,41,163
2,4,AV10,X,7.5,5.8,6.7,42,157
2,4,M6,X,8.4,6.3,7.5,38,174
3.5,6,AS8,X,11.8,8.7,10.3,27,243
3.5,6,AS8,X,12.1,9,10.6,27,250
3.5,6,AS8,X,12,8.9,10.6,27,248
3.5,6,AS8,X,11.7,8.8,10.4,27,242
3.5,6,AV6,X,8.1,8.5,8.3,34,193
1.8,4,AV,X,4.4,4.6,4.4,64,105
1.8,4,AV,X,4.5,4.9,4.7,60,109
1.5,4,AV,X,4.9,5.5,5.1,55,120
2.5,4,AS8,X,8.8,6.7,7.8,36,183
2.5,4,AS8,X,9.2,7.1,8.3,34,190
2.5,4,AV6,X,5.8,6.3,6,47,140
5.7,8,AS6,X,18.4,13.8,16.4,17,384
3.5,6,AS8,X,12.4,8.9,10.8,26,254
3.5,6,AS8,X,13.4,9.6,11.7,24,274
2.7,4,AS6,X,12.1,10.1,11.2,25,263
2.7,4,AS6,X,12.7,10.6,11.7,24,274
3.5,6,AS6,X,13,10.5,11.9,24,278
3.5,6,M6,X,13.8,11.4,12.7,22,299
3.5,6,M6,X,13.8,11.7,12.9,22,300
5.7,8,AS6,X,17.7,13.6,15.9,18,371
4.6,8,AS6,X,16.8,13.1,14.9,19,354
5.7,8,AS6,X,18,14.1,16.3,17,382
1.5,4,AS6,X,7.3,5.8,6.6,43,155
1.5,4,M6,X,7.8,6,6.8,42,164
1.5,4,A4,X,7.9,6.8,7.4,38,173
1.5,4,M5,X,7.8,6.5,7.2,39,169
2,4,AS8,Z,12,8.6,10.4,27,244
2,4,AS8,X,11.6,9.1,10.5,27,245
3.6,6,AS8,X,13.8,10.2,12.2,23,286
2,4,AS6,X,9,7.1,8.2,34,191
2,4,AS6,X,9,7.1,8.2,34,191
2,4,AS6,X,9.1,6.9,8.1,35,189
2,4,AS6,X,9.1,6.9,8.1,35,189
1.4,4,AS8,X,8.1,6.4,7.4,38,172
1.4,4,M6,X,8.2,6.3,7.4,38,172
2,4,AM7,X,9.6,7.5,8.6,33,202
2,4,M6,X,9.8,7.3,8.7,32,203
2,4,AM7,Z,10.2,7.9,9.2,31,213
2,4,M6,Z,11.4,8.2,9.9,29,232
1.8,4,AM6,X,10.7,8,9.4,30,220
1.8,4,M6,X,11.1,7.8,9.6,29,225
1.4,4,AS8,X,8.6,6.5,7.6,37,178
1.4,4,M6,X,8.2,6.3,7.4,38,172
1.8,4,AM6,X,10.8,8.1,9.6,29,224
1.8,4,M6,X,10.8,7.6,9.3,30,218
1.4,4,AS8,X,7.8,5.9,7,40,162
1.4,4,M6,X,7.9,5.9,7,40,163
2,4,AM7,X,9.3,7.2,8.4,34,196
2,4,M6,X,9.6,7.3,8.5,33,200
2,4,AS6,X,9.3,6.5,8.1,35,188
2,4,AS8,X,10.7,8,9.5,30,221
2,4,AS8,X,11.1,8.1,9.8,29,228
2,4,AS8,Z,9.9,6.6,8.4,34,197
2,4,AS8,Z,11.1,7.3,9.4,30,218
2,4,AS8,Z,10.6,7.4,9.2,31,215
2,4,AS8,Z,11.1,7.3,9.4,30,219
2,4,AS8,Z,9.9,6.6,8.4,34,197
2,4,AS8,Z,11.1,7.3,9.4,30,219
2,4,AS8,Z,10.8,7.6,9.3,30,218
2,4,AS8,Z,11.1,7.3,9.4,30,219
2,4,AS8,Z,11.6,8.1,10,28,233
2,4,AS8,Z,10.3,7.5,9,31,211
2,4,AS8,Z,11.3,8.5,10,28,233
2,4,AS8,Z,11.8,8.6,10.4,27,242
2,4,AS8,Z,11.3,8.5,10,28,233
2,4,AS8,Z,12.1,8.9,10.7,26,250
2.4,4,AM8,Z,9.9,7,8.6,33,199
3.5,6,AS9,Z,12.3,9.2,10.9,26,254
3.5,6,AS9,Z,12.2,9.5,11,26,258
3,6,AM7,Z,9.1,9,9,31,210
2,4,AS10,Z,11,8.6,9.9,29,232
2,4,AS10,Z,11.3,9.1,10.3,27,241
3.5,6,AM7,Z,8.4,8.2,8.4,34,196
2.4,4,AM8,Z,10.2,7.4,8.9,32,209
3.5,6,AS9,Z,11.4,7.7,9.8,29,228
3.5,6,AS9,Z,12,8.2,10.3,27,240
1.8,4,AM6,Z,9.7,6.9,8.4,34,197
2,4,A8,Z,10,7.2,8.7,32,205
2,4,A8,Z,10.5,7.7,9.2,31,217
2.9,6,A8,Z,13.5,9.3,11.6,24,271
2,4,A8,Z,10.3,8.1,9.3,30,218
2,4,A8,Z,10.8,8.3,9.6,29,226
2.9,6,A8,Z,13.9,10.3,12.3,23,288
4,8,A8,Z,13,9.8,11.5,25,271
5.2,12,A8,Z,15.5,10.6,13.3,21,312
5.2,12,A8,Z,16.4,10.7,13.8,20,324
4,8,A8,Z,13.1,9.6,11.5,25,270
4,8,M7,Z,16.7,11.2,14.2,20,333
2,4,AM7,X,8.8,6.5,7.8,36,182
2,4,AM7,X,10.8,8,9.5,30,224
2,4,AM7,X,10.8,8,9.5,30,224
2,4,AM7,Z,10,7.3,8.8,32,205
2,4,AM7,Z,10,7.4,8.8,32,206
2,4,AM7,Z,10,7.3,8.8,32,205
2,4,AM7,Z,10,7.4,8.8,32,206
2,4,AM7,Z,10,7.3,8.8,32,205
2,4,AM7,Z,9.8,7.4,8.7,32,205
3,6,AM7,Z,10.9,8.2,9.7,29,226
3,6,AM7,Z,11.8,9.1,10.6,27,247
3,6,AM7,Z,10.9,8.2,9.7,29,226
3,6,AS8,Z,13.5,8.9,11.5,25,267
4,8,AS8,Z,15.4,10.4,13.2,21,308
2,4,AS8,X,12.3,8.6,10.6,27,248
2,4,AM7,Z,10.7,8.4,9.7,29,226
3,6,AS8,Z,13.8,11.4,12.7,22,296
3,6,AS8,Z,13.8,11.4,12.7,22,296
5.2,10,AM7,Z,17.5,11.7,14.9,19,347
5.2,10,AM7,Z,17.5,11.7,14.9,19,347
2.5,5,AM7,Z,12.1,8.4,10.4,27,243
2,4,AM7,Z,10.7,8,9.5,30,222
3,6,AS8,Z,11.8,8.9,10.5,27,245
3,6,AS8,Z,11.8,8.9,10.5,27,245
3,6,AS8,Z,12.1,9.1,10.8,26,252
3,6,AS8,Z,11.8,8.9,10.5,27,245
2.9,6,AS8,Z,12.9,8.5,10.9,26,255
2.9,6,AS8,Z,12.9,8.5,10.9,26,255
4,8,AS8,Z,17.6,10.7,14.5,19,339
3,6,AS8,Z,13.1,10.3,11.8,24,276
2,4,AM7,X,10.3,7.7,9.1,31,213
2,4,AM7,X,10.3,7.7,9.1,31,213
2.5,5,AM7,Z,12.1,8.2,10.3,27,241
2,4,AM7,Z,10.4,8.2,9.4,30,220
4,8,AS8,Z,16.4,10.1,13.6,21,315
